mol,smiles
mol221,C(OCC1=CC=C(C=C1)OC)(=O)N/N=C(\C)/CC(=O)NC1C=CC(=CC=1)C(C)C
mol222,C1(=C/C2=CC=C(C(OC)=C2)OCCOC2C=CC=CC=2)\C(=O)N(C)C(N(C)C\1=O)=O
mol223,C(=C/C1=CC=C(C=C1)N(=O)=O)(/C(=O)N/N=C/C1=CC=CC=C1O)\C(=O)N/N=C/C1=CC=CC=C1O
mol224,C1(NC(C)C2C=CC=CC=2O)=C(C)N(N(C2C=CC=CC=2)C1=O)C
mol225,N1(C2=CC=CC3C=CC=CC2=3)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol226,C1(=CC=CC=C1O)C(=O)NN=C(C)C(CC)C(OCC)=O
mol227,N(=O)(=O)C1=CC=CC=C1C(=O)NC1C=CC=C(Cl)C=1C
mol228,C1(=CC(Cl)=CC(Cl)=C1)NC(CCC1C=CC=CC=1)=O
mol229,C1(CC(C)(C)CC(=O)C=1)NC1=C(N)C=CC(C(C2C=CC=CC=2)=O)=C1
mol230,N(=O)(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)CCCC
mol231,C1(O)(CC(=O)C2=CC=C(C(OC)=C2)OC)C2C=CC=CC=2N(CCC2=CC=CC=C2)C1=O
mol232,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC(=CC=1)Cl)C(NCCOC)=O
mol233,S(=O)(=O)(C1C=CC(=CC=1)F)NC1C=CC(=CC=1)OCC1C=CC=CC=1
mol234,N(=O)(=O)C1=CC=CC=C1C(=O)NC1=C(C)C=CC(Cl)=C1
mol235,C(=O)(C1CCC(CC1)C)NC(CCSC)C(=O)OCC(=O)C1C=CC(=CC=1)Cl
mol236,N(=O)(=O)C1=CC=CC=C1C(=O)NCC1=CC=CO1
mol237,C(OCC)(=O)C1C=CC(=CC=1)N=CC1C=CC(=CC=1)C=NC1=CC=C(C=C1)C(OCC)=O
mol238,N1(C2C=CC=C(Br)C=2)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol239,N(=CC1C=CC(=C(OC)C=1)O)NC(CCCCCCCCC=C)=O
mol240,C(=C/C1=CC=C(C=C1)N(=O)=O)(/C(=O)N/N=C/C1=CC=CC(Br)=C1)\C(=O)N/N=C/C1=CC=CC(Br)=C1
mol241,C1(C(=CC=C(C=1)N(=O)=O)NN=CC1CC2CC1C=C2)N(=O)=O
mol242,N1(C2C=CC(=CC=2)OCC)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol243,C1(=C(C)ON=C1C1=CC=CC=C1Cl)C(=O)N1CC(C)CC(C)C1
mol244,N1(C2C=CC=C(C)C=2)C(=O)C2=C(C=C3C(C=CC=C3)=C2)C1=O
mol245,N1C(SC)=C(Cl)C(=NC=1NC(C)=O)C
mol246,C(=C/C1=CC=C(C=C1)N(=O)=O)(/C(=O)N/N=C/C1=CC=C(C=C1)N(=O)=O)\C(=O)N/N=C/C1C=CC(=CC=1)N(=O)=O
mol247,C(=S)(NC1C=CC(=CC=1)C)NNC(NCC)=S
mol248,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC=C(Br)C=1)C(NCCOC)=O
mol249,C12N(C)C(=O)N(C(=O)C=1N(C(N1CCCCC1)=N2)CC1=CC=CC2=CC=CC=C12)C
mol250,C(=O)(N/N=C(\C)/CC(=O)NC1C=CC=C(I)C=1)C(NCCOC)=O
