mol,smiles
mol451,C(=O)(NNC(=O)C=CC(O)=O)C1=CC=CS1
mol452,N(=O)(=O)C1=CC=C(C=C1)C=NNC(=O)C1C=NC=CN=1
mol453,C(OC1C=CC=C(C=1)C(=O)NC1=CC=C(C(C)=C1)C)(=S)NC1=CC=CC=C1C
mol454,C1(=O)NC2C=CC(=CC=2C(=C)N1C1C=CC(=CC=1)Cl)OC
mol455,C(=O)(NC1=CC=C(C=C1)C)C/C(/C)=N/NC(COC1=CC(C)=C(C=C1Br)Br)=O
mol456,C(=O)(C1CCN(CC1)CC1CCC=CC1)N(CCN(C)C)CC1C=CC=CC=1
mol457,C1(C2C=CC=CC=2C=CC=1OC(=O)C1=CC=CC2C=CC=CC1=2)/C=N/C1C=CC(=C(C)C=1)C
mol458,N1(C2C=CC=CC=2)C(=O)C(CC1=O)SC(N(CC)CC)=S
mol459,N1(C2=CC=C(C=C2)Br)CC(CC1=O)C(=O)NN=CC1C(=CC=CC=1Cl)F
mol460,C(=O)(C/C(/C)=N\NC(COC1C=C(C)C(=CC=1Br)Br)=O)NC1C(C)=CC=C(Cl)C=1
mol461,C1(=CC=C(C=C1N(=O)=O)Cl)C(=O)NC1=CC=CC(Cl)=C1C
mol462,C(=O)(C/C(/C)=N\NC(COC1C=C(C)C(=CC=1Br)Br)=O)NC1=CC=C(C=C1C)Cl
mol463,S(C)(=O)(=O)N(C1=CC=CC=C1)C(C)C(=O)N1CCN(CC1)C1C=CC=CC=1F
mol464,C1(=C2C=CC=CC2=CC=C1OC(=O)C1C=CC(=CC=1)Br)/C=N/C1C=CC=CC=1C
mol465,C1(C=C(C)C=CC=1C(C)C)OCC(=O)NN=CC=NNC(COC1=CC(C)=CC=C1C(C)C)=O
mol466,C(=O)(OC1=CC=C(C=C1)/C=N/NC1C=CC=CC=1)CC1C=CC=C2C=CC=CC=12
mol467,C(=O)(NC1=CC(=CC=C1C(OC)=O)C(OC)=O)C1C=CC=CC=1I
mol468,C(=O)(NC1C=CC=CC=1)C/C(/C)=N\NC(COC1C=C(C)C(=CC=1Br)Br)=O
mol469,C12OC3=C(C=CC(OC)=C3)C1=C(C(N)=C(C#N)C=2C1=CC=CC=C1F)C#N
mol470,C(=O)(NC1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1C=CC(=C(OC)C=1)OCC1C=CC(=CC=1)Br
mol471,C(C(=O)C1C=CC(=CC=1)Br)=CN1CCCCC1
mol472,C1(=C2C=CC=CC2=CC=C1OC(=O)C1C=CC(=CC=1)Br)/C=N/C1C=CC(=C(C)C=1)C
mol473,N1=C(C2C=CC(=CC=2)OCC)ON=C1C1=CC=C(C=C1)C
mol474,S(=O)(=O)(C1=CC=C(C=C1)C)N(CC(=O)NC1=CC=CN=C1)C1=CC=CC=C1OC
mol475,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1C=CC=C2C=CC=CC=12
mol476,C1(C=NC2C=CC(=CC=2)CC2=CC=C(C=C2)N=CC2SC=CC=2C)SC=CC=1C
mol477,C(=O)(NC(=S)NC1C=CC=CC=1OC)C1=CC(I)=CC=C1Cl
mol478,C1(OC)=C(OC)C=C(C=C1OC)/C=N/NC(=O)CC(=O)NC1C=CC(=C(Cl)C=1)Cl
mol479,C(/NC1=CC=C(C=C1)CC)(\NC1=NC(C)=CC(C)=N1)=N\C(=O)NC1C=CC(=C(Cl)C=1)Cl
mol480,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1=CC=CC=C1Cl
mol481,S(=O)(=O)(C1=CC=C(C=C1)F)NC(C)CCC1=CC=CC=C1
mol482,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1C=CC(=CC=1)OCC
mol483,N1(CCN(CC1)C1C=CC=C(Cl)C=1)C(=O)CSC1=CC=CC=C1
mol484,C1(O)C(=CC=CC=1C=NC1C=CC=C(C)C=1)O
mol485,C(=O)(N1CCN(CC1)C(OCC)=O)C(=O)NN=CC1=CC=CC=C1F
mol486,C12C(=O)CC(CC=1N(C1CC(C)(C)CC(=O)C=1C2C1=CC(Cl)=CC=C1OCC1C=CC(=CC=1Cl)Cl)CC(O)=O)(C)C
mol487,C1=C(Br)C(C)=CC(OCC(=O)N/N=C(\C)/CC(NCCC2C=CC=CC=2)=O)=C1Br
mol488,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1=CC=C(C(OC)=C1)OCCC
mol489,C(=O)(NC1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC=C
mol490,N12N=C(SC1=NC(=O)C(=CC1C3=CC=CC=C3N(CCOC3=CC(C)=CC=C3C)C=1C)C2=N)CC
mol491,C(=S)(NC1=CC=C(C=C1)Cl)N1CCN(CC1)CC
mol492,C1(=NNC(=O)C2=CC(=NN2)C)C2C=C(Br)C=CC=2N(C)C1=O
mol493,C(=O)(NC1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1C=CC(=C(OCC)C=1)OCC1=CC=CC=C1
mol494,C1(C=COC=1C)C(=O)NN=CC1=CC=CC(=C1)OCC1=CC=CC=C1
mol495,C(=O)(NC1=CC=C(C(Cl)=C1)Cl)CC(=O)N/N=C/C1=CC=C(C=C1)O
mol496,N(=O)(=O)C1=CC(=CC=C1C1CC1)C(C1=CC=CC=C1)=O
mol497,N1(C=C(N=C1C)C)C(=O)C=CC1C=CC(=C(OC)C=1)OC
mol498,N(=O)(=O)C1C=CC(=CC=1C)C(=O)NC1=CC=C(C=C1)C(N)=O
mol499,N(=O)(=O)C1C=CC(=C(Cl)C=1)C(=O)NC1C(CC)=CC=CC=1C
mol500,C(=S)(OC1C=CC=C(C=1)C(=O)NC1C=CC(=CC=1)C)N1CCCCC1
mol501,C1(=NN=C(CC2C=CC(=CC=2)Cl)S1)NC(=O)C1C2C=CC=CC=2OC2C=CC=CC1=2
mol502,C(/C#N)(\C#N)=C/C1C=CC=CC=1OCCOC1C=CC(=C(C)C=1)C
mol503,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1=CC=C(C=C1)Cl
mol504,C1(C(=O)NN=CC2=CC=C(C=C2O)N(CC)CC)C2CCCC1C2C1C=CC=CC=1
mol505,C1(=NC2C=CC=C(C=2)C(O)=O)SC(C(=O)N1C)=CC1C=CC=CC=1OCC(O)=O
mol506,C(=O)(NC1C=CC(=C(Cl)C=1)Cl)CC(=O)N/N=C/C1C=CC(=C(OC)C=1)OC
mol507,C(=CC1=CC=C(C=C1)N(C)C)(NC(C1C=CC=CC=1)=O)C(=O)NN=CC1=CC=C(C=C1)OCC1=CC=CC=C1
mol508,N(=O)(=O)C1C(OC)=CC=C(/C(/C)=N/NC(=O)C2C=CC=C(Br)C=2)C=1
mol509,S(N)(=O)(=O)C1=CC=C(C=C1)CCNC(=O)C(C)OC1C=CC=CC=1
mol510,C(=O)(N/N=C/C1=CC=C(C=C1)C(O)=O)C(=O)NC1=CC=C(C=C1)OCC
mol511,N(=O)(=O)C1C=CC=C(C=1)C(=O)N1CCN(CC1)C1C=CC(=CC=1)F
mol512,C(=O)(N(C)C1C=CC=CC=1)C/C(/C)=N/NC(COC1C=CC=CC=1C)=O
mol513,C(=O)(C1=CC=C(C=C1)Br)NC1C=CC(=CC=1)OC1C=CC(=CC=1)C(C)(C)C1=CC=C(C=C1)OC1=CC=C(C=C1)NC(=O)C1C=CC(=CC=1)Br
mol514,C1(OC2=C(C=CC=C2)N=1)N/C(/N)=N/C(=O)C1=C(Cl)C=CC(=C1)N(=O)=O
mol515,C1(C=CC=CC=1OC)C(=O)N/N=C/C1=CC=C(C=C1)C#N
mol516,C(=O)(NN=CC1=CC=C(C=C1)OCC1=CC=CC=C1)C1C=CC=C(Cl)C=1
mol517,C1(C=O)C=C(Br)C=C(OC)C=1O
mol518,C12N(C)C3=C(C=CC=C3)C1=NN(C1C=CC(=CC=1)Cl)C(=O)C=2
mol519,C(=O)(N/N=C/C1=CC=C(C=C1)C#N)C1=CC=CC(Br)=C1
mol520,N12C(C3=CC=CC=C3)=CSC1=NC(=O)C(=CC1=CC=C(C(OC)=C1)OCC1=CC=CC=C1C)C2=N
mol521,S(=O)(=O)(C1=CC=C(C=C1)F)N1CCCCC1C
mol522,S(=O)(=O)(C1C=CC(=CC=1)Br)NC1C=CC(=CC=1)C#N
mol523,C(CSCC1C=CC=CC=1Cl)(=O)N/N=C/C1=CC=CC=C1
mol524,C1(O)(C(C)C(C2=CC=CC=C2)=O)C2C=CC=CC=2N(CC)C1=O
mol525,C1(Cl)=C(C=CC(Cl)=C1)OCC(=O)NCC(OC)=O
mol526,N1(CC)C(=O)C(SC1=S)=CC(C)=CC1C=CC=CC=1
mol527,C(CSCC1=CC=CC=C1Cl)(=O)N/N=C/C1=CC=C(C=C1)F
mol528,C1(=CC=C(C(=O)NC2=CC=C(C=C2)C)O1)C1C=CC(=CC=1Cl)Cl
mol529,C(CSCC1C=CC=CC=1Cl)(=O)N/N=C/C1C=CC=C(Br)C=1
mol530,S(=O)(=O)(NC1=CC=C(C=C1OC)OC)C1=C(Cl)C=CC(Cl)=C1
mol531,N(=O)(=O)C1C=CC(=C(NC(COC2C=CC=C(C)C=2)=O)C=1)C
mol532,C(CSCC1=CC=CC=C1Cl)(=O)N/N=C/C1=CC=C(C(OC)=C1)OCC=C
mol533,N(C1=CC=C(C=C1)NC1C=CC=CC=1)=CC1C=CC(=CC=1)O
mol534,C(=O)(N1CCN(CC1)C)C1=C(C=CC=C1Cl)Cl
mol535,N(/NC(=O)CC1C=CC=C2C=CC=CC=12)=C(/C)\C1=CC=C2C(C=CC=C2)=C1
mol536,C(C(C)=NO)=CC1=CC=C(C=C1)OCC1C=CC=CC=1
mol537,C1(C(C)=CC=CC=1C)OCC(=O)N/N=C/C1=CC=C(C=C1)/C=N/NC(COC1=C(C)C=CC=C1C)=O
mol538,N(C(=O)C1=CC=CC(C)=C1)C(=S)NC1C=CC(=CC=1)C(OC)=O
mol539,N(=O)(=O)C1C=CC=C(C=1C)C(=O)NC1C=CC(=C(Cl)C=1)F
mol540,N(=O)(=O)C1=CC=CC(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)=C1O
mol541,C12SC3=C(CCCC3)C=1C(NC(C1=CC=C(C=C1)OCCOC1=CC=C(C(C)=C1)C)=N2)=O
mol542,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1=CC=C(C=C1)/C=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol543,N1(CC(=O)NC2=CC(OC)=C(C=C2C(O)=O)OC)C(=O)C2=C(C=CC=C2)C1=O
mol544,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1C=CC(=C(OC)C=1)OC
mol545,S(=O)(=O)(C1=CC=C(C=C1)Cl)N1CCN(CC1)C1C=CC=C(Cl)C=1
mol546,C1(=C(C)C=CC=C1C)OCC(=O)N/N=C/C1C=CC(=CC=1)C(O)=O
mol547,C1(SCC(=O)NN=CC2=CC=C(Br)S2)=NC2=C(C=CC=C2)N1CC1=CC=C(C=C1)Cl
mol548,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1C=CC(=C(I)C=1)O
mol549,N(=O)(=O)C1=CC=C(C=C1)C(C#N)=CC1=CC=C(C2C=CC=CC=2)O1
mol550,C12N(C)C(=O)N(C(=O)C=1N(C(NCC1C=CC=CC=1)=N2)C)C
mol551,C(=O)(OC1=CC=C(C=C1/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O)Br)C1=CC=CO1
mol552,S(=O)(=O)(C1C=CC(=CC=1)NC(=S)NC(C1CCCCC1)=O)N1CCC(CC1)C
mol553,C1(C2=CC=C(C=C2)Br)=CC=C(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)O1
mol554,C1(C=CC=CC=1NC(=O)C1=CC=C(C=C1)C1C=CC=CC=1)C(O)=O
mol555,C1(C(/C=N/NC(C2=CC=NC=C2)=O)=CC=C(OC(C)=O)C=1OC)N(=O)=O
mol556,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1=CC=C(C=C1)N(CC)CC
mol557,C1(C=NC=C(Br)C=1)C(=O)N/N=C/C1C=CC(=C(OC)C=1)OC(C)=O
mol558,N12C(=O)C(SC1=NC1C3=C(C=CC=C3)CCC=1C2C1=CC=CS1)=CC1=CC=C(C2C=CC=C(C=2)C(O)=O)O1
mol559,C(=O)(OC1=CC=CC(=C1)/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O)C1=CC=CO1
mol560,N1(C2=CC=C(C=C2)Cl)C(SCC(=O)NN=CC2=C(C=CC=C2Cl)F)=NN=C1C1C=CC(=CC=1)Cl
mol561,C1(=N/NC(COC2=CC=C(C(C)=C2)C)=O)\C(=O)NC2C=CC(=CC\1=2)N(=O)=O
mol562,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C2C=CC=CC=2N(C)C=1
mol563,S1C(C2C=CC3=C(OCO3)C=2)=NN=C1NC(=O)NC1C=CC(=C(C)C=1)C
mol564,C1(=CC=C(C=C1N(=O)=O)Cl)C(=O)N(CC#N)CC#N
mol565,N(=O)(=O)C1C=C(C=CC=1Cl)/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O
mol566,C1(OC)C(OC)=CC(=CC=1OC)/C=N/NC(=O)CC1C=CC=C2C=CC=CC=12
mol567,N1C(=O)C(SC1=S)=CC1=CC=CC=C1OCCOC1C=CC=CC=1OC
mol568,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1C=C(Br)C=C(Br)C=1OC(=O)C1=CC=CO1
mol569,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2=CC=C(C(OC)=C2OC)OC)=NN=C1C1C=CC=CC=1
mol570,C1(=N/NC(COC2=C(C)C=CC=C2C)=O)/C2C=C(Br)C=CC=2NC/1=O
mol571,C(=O)(NC1=CC=C(C=C1)Cl)NC1=CC(C)=CC=C1C
mol572,C1(C(Br)=CC(=CC=1/C=N/NC(COC1=CC=C(C=C1)C(C)(C)CC(C)(C)C)=O)Br)OC(=O)C1=CC=CO1
mol573,C(NN=CC1C=C(C)C=CC=1OCCOC1=CC=C(C=C1)OC)(=S)NC1C=CC(=CC=1)C
mol574,C1(=CC2C=C(N(C3C=CC4C(=CC=CC=4)C=3)C=2C)C)C(=O)NC(N(C)C1=O)=O
mol575,C(=CC1=CC=C(C=C1)OC(C)C)(NC(C1C=CC=CC=1)=O)C(=O)N1CCCCC1
mol576,C1(=CC(O)=CC=C1O)/C(/C)=N/NC(COC1=C(C)C=CC=C1C)=O
mol577,N(C1C=CC=CC=1Cl)C(CCC(=O)N/N=C1/CCCC/1)=O
mol578,N(C1=CC(C)=CC=N1)C(CC1=CC=C(C=C1)Cl)=O
mol579,N(/NC(=O)CC1C=CC=C2C=CC=CC=12)=C(/C)\C1=CC=C2C(OCCO2)=C1
mol580,N1(N=C(CC1(O)C(F)(F)F)CCCCC)C(=O)C1C=CC=CC=1Cl
mol581,C1(=N/NC(=O)CC2C=CC=C3C=CC=CC=23)/C(=O)NC2C=CC(=CC/1=2)N(=O)=O
mol582,C(=O)(C1C=CC=CC=1C)NC1C=CC(=CC=1)C(=O)NNC(COC1C=CC(=CC=1Br)C)=O
mol583,C12N=CN(CC(=O)NC3C=CC(=CC=3)S(=O)(=O)NC(C)=O)C=1C(N(C)C(=O)N2C)=O
mol584,C1(Br)OC(=CC=1Br)/C=N/NC(COC1=C(C)C=CC=C1C)=O
mol585,S(=O)(=O)(N(CC)CC)C1=CC=C(C=C1)NC(=S)NC(COC1C=CC=CC=1)=O
mol586,C1(=CC=C(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)O1)C1=CC(Cl)=CC=C1Cl
mol587,N1(C2CCCCC2)C(SCC(=O)NN=CC2=CC=CC=C2C(O)=O)=NN=C1C1=CC=C(C=C1)Cl
mol588,C1(=N/NC(COC2C(C)=CC=CC=2C)=O)\C(=O)NC2C(=CC(Br)=CC\1=2)Br
mol589,C12N(C)C(=O)NC(=O)C=1N(C(SCCCCCCCC)=N2)C(C)C
mol590,C12C=C(C=CC=1C(C)=CC(=O)O2)OCC(=O)NCC(O)=O
mol591,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1=CC=C(C(OC)=C1)OC(C)=O
mol592,C1(C(=O)NNC(=O)C2=CC=CC=C2Cl)=C(O)C2C=CC=CC=2N(CCC)C1=O
mol593,C1(/C=N/NC(COC2=CC=C(C(C)=C2)C)=O)C=C(Cl)C=CC=1O
mol594,S(C)(=O)(=O)N(C1C=CC=CC=1)CC1C=CC(=CC=1)C(=O)NC1=CC=CC=C1C(=O)NC(C)CC
mol595,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC=CC2=CC=CC=C2N(=O)=O)=NN=C1C1=CC=C(C=C1)C(C)(C)C
mol596,C1(C=CC=C2C=CC=CC=12)CC(=O)N/N=C/C1=CC=C(C=C1)O
mol597,C(=O)(C(=O)NCC1CCCO1)NC1=CC=CC=C1OCC
mol598,C1(/C=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C(OCC)=CC=C2C=CC=CC=12
mol599,N1(C2=CC=C(C=C2)C)C(SCC(=O)NN=CC2=CC=CC(=C2)OC2=CC=CC=C2)=NN=C1C1C=CC(=CC=1)C
mol600,C(COC1=CC=C(C(C)=C1)C)(=O)N/N=C/C1C=CC(=C(OC)C=1)O
mol601,S(=O)(=O)(N(C)C)NC1C=CC=C(C=1)N(=O)=O
mol602,C1(OC2=C(C=C(C=C2)NC(CCCCC)=O)N=1)C1=CC=C(C=C1Cl)Cl
mol603,N(=O)(=O)C1C(OC)=CC=C(/C(/C)=N/NC(=O)CC2C=CC=C3C=CC=CC=23)C=1
mol604,N1(C2=CC=C(C=C2)Br)C(C)=NC2=C(C=CC=C2)C1=O
mol605,C(=O)(C1=CC=CC(Br)=C1)NC1C=CC(=CC=1)N=CC1C=C(Cl)C=CC=1O
mol606,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=CC(F)=C2)=O)=CC(Br)=C1O
mol607,N1(CCOCC1)CCNC(CC1=CC=C(C=C1)Cl)=O
mol608,C1(=O)NC2C=C(C)C(=CC=2C(=C)N1C1C=CC(=CC=1)C)C
mol609,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=CO2)=O)=CC(Br)=C1O
mol610,C(=O)(NCC(C)O)C(NCCC1=CC=CC=C1)=O
mol611,N(=O)(=O)C1C=CC(=C(/C=N/NC(CNC(=O)C2=CC=CC(F)=C2)=O)C=1)OC
mol612,C(=O)(C1=CC=CC=C1I)NC(=S)NC1=CC=CC=N1
mol613,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=C(C=C2)Cl)=O)=C(C(Br)=C1O)C
mol614,N1(CC#C)C(=O)C(SC1=O)=CC1=CC=CO1
mol615,N(=O)(=O)C1C=CC(=C(/C=N/NC(CNC(=O)C2C=CC(=C(OC)C=2)OC)=O)C=1)OC
mol616,N(C(=O)C1=CC=C(C(C)=C1)C)C(=S)NC1=CC=CC=C1
mol617,C1(Br)=C(O)C(/C=N/NC(CNC(=O)C2=CC=CC(F)=C2)=O)=C(C(Br)=C1O)C
mol618,S(=O)(=O)(C1C=CC(=CC=1)OC)N(C1C=CC=CC=1)CC(NCCCOCC)=O
mol619,C1(O)C(I)=CC(=CC=1I)/C=N/NC(CNC(=O)C1C=CC(=CC=1)Cl)=O
mol620,C(=O)(NN=CC1=CC=C(C(OC)=C1)OC)C(O)(C1C=CC=CC=1)C1=CC=CC=C1
mol621,N(=O)(=O)C1C=CC(=C(/C=N/NC(CNC(=O)C2=CC=CO2)=O)C=1)OC
mol622,C1(Br)=C(O)C=CC2=CC=CC=C12
mol623,C(=O)(NC1=CC=C(C=C1)N(C)C(C)=O)C1=CC=CO1
mol624,N(C(COC1C=CC=CC=1)=O)C1=CC=C(C=C1O)CC1=CC=C(C(O)=C1)NC(COC1=CC=CC=C1)=O
mol625,C1(O)C(Br)=CC(=CC=1Br)/C=N/NC(CNC(=O)C1C=CC=C(F)C=1)=O
mol626,C1(C2=CC=CO2)=NN=C(C2=CC=CC(=C2)NC(CC2=CC=C(C=C2)Cl)=O)O1
mol627,C(=O)(C1C=CC(=CC=1)Cl)NCC(=O)N/N=C/C1=CC=C(C(I)=C1)OC
mol628,C1(NC(CCC(OCC)=O)=O)SC2=C(CCCC2)C=1C(N)=O
mol629,C1(O)=C(I)C=C(C=C1I)/C=N/NC(CNC(=O)C1C=CC=C(F)C=1)=O
mol630,C1(O)(CC(=O)C=CC2=CC=CC=C2)C2C=C(Br)C=CC=2NC1=O
mol631,C(=O)(NNC(CCC(=O)NC1C=CC=C(Cl)C=1C)=O)[C@H]1CCCC[C@H]1C(O)=O
mol632,C1(NC(=O)C=CC2C=CC=CC=2)=NN=C(SC(C)C(=O)NC2C=CC(=CC=2)OCC)S1
mol633,C1(O)C(OC)=CC(=CC=1Br)/C=N/NC(CNC(=O)C1=CC=CO1)=O
mol634,C1(=CC=C(C(=O)NC2C=CC(=C(Cl)C=2)Cl)O1)N(=O)=O
mol635,N1(CC(=O)NN=C(C)C2=CC=CC=C2O)C2C=CC=CC=2N=C1
mol636,C1(C#N)C2CCCCC=2C(=NC=1SCCCC)C1C=CC=CC=1
mol637,C(=O)(NCC(=O)N/N=C/C1C=C(OC)C=CC=1O)C1=CC=C(C(OC)=C1)OC
mol638,N1C(N2CCCC2)=NC(=NC=1N1CCCC1)NN=CC1C=C(Cl)C=C(Cl)C=1OCCOC1C=CC=CC=1
mol639,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1C=C(OC)C=CC=1O
mol640,N(=O)(=O)C1C=CC(=CC=1)CC(=O)NCC(OC)=O
mol641,C(C#N)(=CC1C=CC(=CC=1)OCC(=O)NC1=CC=CC=C1C)C(=O)NC1CCCCC1
mol642,N(=O)(=O)C1C=CC(=C(C)C=1)NC(COC1=CC=C(C=C1)Cl)=O
mol643,C1(OC)=C(OC)C=C(C=C1OC)C(=O)NCC(=O)N/N=C/C1C=C(OC)C=CC=1O
mol644,N1(C2C=CC=CC=2SC2C=CC=CC1=2)C(=O)CN1CCOCC1
mol645,N1C2C=C(Cl)C=CC=2OC=1C1=CC=C(C(NC(=O)C=CC2C=CC=CC=2)=C1)C
mol646,C1(=C(C=CC(=C1)N(=O)=O)OC1=CC=C(C=C1OCC)C=NNC(CNC1=CC=CC2=CC=CC=C12)=O)N(=O)=O
mol647,N(=C(C)C1=CC=C2C(OCCO2)=C1)NC(C1C=CN=CC=1)=O
mol648,C1(C2=CC=CC=C2N=C2C=CC=CC=12)N[C@H](CC1C=CC=CC=1)C(O)=O
mol649,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1=CC=C(C(OCC)=C1)O
mol650,C(=O)(NC1=CC=C(C=C1)N(C)C(C)=O)N1CCOCC1
mol651,N1C(=O)C(SC1=S)=CC1=CC=C(C(OC)=C1)OC(=O)C1=CC=CC(=C1)N(=O)=O
mol652,C(=O)(C1=CC=CC(C)=C1)N/N=C1\CCCCC\1
mol653,C1(=CC2C=C(OC)C(=C(I)C=2)O)C(=O)NN(C2=CC=C(C=C2)F)C1=O
mol654,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1=CC=CC(C)=C1O
mol655,C(=O)(C1C=CC=C(F)C=1)NCC(=O)N/N=C/C1=CC(Cl)=CC=C1O
mol656,C1(SC=C(C2=CC=CC=C2)N=1)NC(=O)C=CC(OCC)=O
mol657,N(=O)(=O)C1=CC=C(C(Br)=C1)OCC(=O)N/N=C/C1C=C(OCC)C(=C(Cl)C=1)O
mol658,S1C(SCC(=O)NN=CC2=CC=CO2)=NN=C1SCC1=CC=CC=C1
mol659,C(=O)(C1C=CC(=CC=1)OCC)NC1=CC=C(C=C1)N(C)C(C)=O
mol660,C1(=C(Br)C=C(C=C1/C=N/NC(COC1=CC(C)=CC=C1C(C)C)=O)Br)OC(=O)C1=CC=CO1
mol661,C1(=CC=C(/C=N\NC(=O)CC2=CC=CC3C=CC=CC2=3)O1)C1=CC(Cl)=CC=C1Cl
mol662,C(=C/C1=CC=C2C(OCO2)=C1)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1=CC(Cl)=CC=C1OC
mol663,C1(C(/C=N/NC(=O)/C(/NC(C2=CC=CC=C2)=O)=C\C2=CC=CS2)=CC=C(O)C=1OC)N(=O)=O
mol664,N1(C2=CC=CC=C2)C(SCC(=O)NN=CC2C=CC=CC=2OCC)=NN=C1C1=CC=C(C=C1)Cl
mol665,S(CC1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)C(C)CC
mol666,C1(=CC=C(C=NC2C=CC=CC=2C(N)=O)S1)N(=O)=O
mol667,C12SSC(=S)C=1C1=C(C=C(C(C)=C1)C)N(C(=O)COC1=CC=C(C=C1)Cl)C2(C)C
mol668,C1(C(/C=N/NC(COC2=CC(C)=CC=C2C(C)C)=O)=CC=C(OC(C)=O)C=1OC)N(=O)=O
mol669,C(=O)(C1C=CC=C(Cl)C=1)NC1=CC=C(C=C1)C(C)CC
mol670,C1(=CC=CC2C=CC=CC1=2)CC(=O)N/N=C/C1=CC=CC(O)=C1
mol671,C1(=CC=C(/C=N/NC(COC2C(C)=CC=CC=2C)=O)O1)C1=CC(Cl)=CC=C1Cl
mol672,C1(/C=N/NC(COC2=C(C)C=CC=C2C)=O)C=C2OCOC2=CC=1Br
mol673,C1(O)C(OCC)=CC(=CC=1I)/C=N/NC(COC1=CC=C(C(C)=C1)C)=O
mol674,C(CSC1C=CC(=CC=1)Cl)(=O)NC1=CC=C(C=C1)NC(C)=O
mol675,C1(/C=N/NC(COC2C(C)=CC=CC=2C)=O)C(OCC)=CC=C2C=CC=CC=12
mol676,S(=O)(=O)(C1C=CC(=CC=1)NC(C)=O)NC1C=CC=C2C=1C=CC=C2NS(=O)(=O)C1=CC=C(C=C1)NC(C)=O
mol677,C(=C/C1=CC=C2C(OCO2)=C1)(\NC(C1=CC=CC=C1)=O)/C(=O)N/N=C/C1=CC=CC=C1OC(=O)C1=CC=CO1
mol678,N1(C2=CC=C(C=C2)OC)N=C2C(C=C(C(C)=C2)NC(=O)C2=CC=C(C3=CC=CC(Cl)=C3C)O2)=N1
mol679,C1(=CC(C)=CC=C1C(C)C)OCC(=O)N/N=C/C1=CC(Cl)=CC=C1OC
mol680,C(=O)(C(C)(C)C)NC1=CC=CC(=C1)C(=O)NC1C=CC(=CC=1)I
mol681,C1(C(C2C=CC=CC=2)C2=CC=CC=C2)=NN=C(NC(=O)NC2=CC=CC=C2F)S1
mol682,N1(C2=CC=C(C=C2)OC)N=C2C(C=C(C(C)=C2)NC(=S)NC(=O)C2C=CC(=CC=2)OC)=N1
mol683,C1(C2C=CC(=CC=2)I)=CC=C(/C=N/NC(COC2=C(Br)C=C(C=C2Br)Br)=O)O1
mol684,C1(=CC(=NN1)C)C(=O)NN=CC1=CC=C(C2C=CC=C(C=2)C(F)(F)F)O1
mol685,C12(CCCCC1C2C(=O)N/N=C/C1=CC=CC(=C1)N(=O)=O)C
mol686,N12N=C(SC1=NC(=O)C(=CC1C3C=CC=CC=3N(CCOC3=CC=C(C=C3)C(C)(C)C)C=1)C2=N)C(C)C
mol687,C1(C=NC=C(Br)C=1)C(=O)N/N=C/C1=CC(Cl)=CC=C1O
mol688,C1(C2CCCCCC=2SC=1NC(C1C=CC=CC=1)=O)C(=O)NC1C=CC=C(C)C=1
